['Chirundu Bridge', ('Chirundu Bridge', 33)]
['Cush (Bible)', ('Cush (Bible)', 3)]
['Under Secretary for Ireland', ('Under Secretary for Ireland', 6)]
['(Sundholmen)}}', ('Salmisaari|Salmisaari {{small', 1)]
['Clothing in India', ('Clothing in India', 13)]
['Kronos Quartet Plays Sigur Rós', ('Kronos Quartet Plays Sigur Rós', 7)]
['Persona 2: Tsumi', ('Persona 2: Innocent Sin', 9)]
['Vuča', ('Vuča', 1)]
['Song Meihua', ('Song Meihua', 2)]
['Saxon (VS)', ('Saxon (VS)', 1)]
['pre-owned', ('pre-owned', 1)]
['Charles C. Price', ('Charles C. Price', 4)]
['History of Rwanda', ('History of Rwanda', 45)]
['Siddan', ('Siddan', 1)]
['popular cartoon characters', ('List of fictional pachyderms', 10)]
['South African Institute of Town and Regional Planners', ('South African Institute of Town and Regional Planners', 2)]
['Design_1047_battlecruiser', ('Design_1047_battlecruiser', 1)]
['Toni ElÃ\x83Â\xadas', ('Toni ElÃ\x83Â\xadas', 1)]
['Portal:Journalism/Selected quote/48', ('Portal:Journalism/Selected quote/48', 1)]
['KTBS.com', ('KTBS-TV', 121)]
['Stygnomma belizense', ('Stygnomma belizense', 1)]
['S. amplum', ('Schizophyllum amplum', 1)]
['Marcella_Mesker', ('Marcella_Mesker', 1)]
['Porobić', ('Igor Porobić', 1)]
['Bromshall', ('Bromshall', 1)]
["''Les Liaisons Dangereuses 1960''", ('Les liaisons dangereuses (film)', 11)]
['three castles of Altdahn, Grafdahn and Tannstein', ('Castles of Dahn', 7)]
['White Plains Daily Reporter', ('White Plains Daily Reporter', 1)]
['Divide and conquer (disambiguation)', ('Divide and conquer (disambiguation)', 1)]
['Lianhuachi East Road', ('Lianhuachi East Road', 2)]
["Officer's Quarters (Tucson, Arizona)", ("Officer's Quarters (Tucson, Arizona)", 1)]
['Bak Anlung', ('Bak Anlung', 1)]
['Eucyrtopogon incompletus', ('Eucyrtopogon incompletus', 1)]
['Sør-Norge Aluminium', ('Sør-Norge Aluminium', 1)]
['Ramoty, Warmian-Masurian Voivodeship', ('Ramoty, Warmian-Masurian Voivodeship', 3)]
['World War II German destroyer Z22', ('German World War II destroyers', 62)]
['Acilia? basistriata', ('Acilia (genus)', 1)]
['Coca-Cola Cherry Zero', ('Coca-Cola Zero', 1)]
['William Borah', ('William Borah', 168)]
['Iñigo Ortiz de Retes', ('Yñigo Ortiz de Retez', 24)]
['botija', ('botija', 12)]
['makaloa mats', ('makaloa mat', 2)]
['Golden tree snake', ('Golden tree snake', 1)]
["''Magic'' (B'z album)", ("Magic (B'z album)", 1)]
['Great Agricultural and Financial Fair', ('Parque de Bombas', 59)]
['O Doyne manuscript', ('O Doyne manuscript', 2)]
['WA16 0HL', ('WA postcode area', 18)]
['Baltimore Ravens}}&quot;&gt;Baltimore Ravens first-round draft picks&lt;/span&gt;', ('List of Baltimore Ravens first-round draft picks|&lt;span style=&quot;{{NFLSecondaryColor', 1)]
['Cyperus macrophyllus', ('Cyperus macrophyllus', 1)]
['La Presse (Canada)', ('La Presse (Canada)', 8)]
['John Almond (martyr)', ('John Almond (martyr)', 3)]
['Bühlmann decompression algorithm', ('Bühlmann decompression algorithm', 12)]
['Marcela González', ('Marcela González', 4)]
['Anastassios Voyatzis', ('Anastassios Voyatzis', 1)]
['MediaWiki:Tooltip-nomove', ('MediaWiki:Tooltip-nomove', 1)]
['Mike Neff', ('Mike Neff', 3)]
['P.&amp;nbsp;oxyphyllus', ('Potamogeton oxyphyllus', 1)]
['Kanchipuram Saris', ('Kanchipuram Sari', 2)]
['Pamela, Lady Harlech', ('Pamela, Lady Harlech', 1)]
['Dispersion Science and Technology', ('Dispersion Science and Technology', 1)]
['Slavicisation of the Eastern Celts', ('Slavicisation of the Eastern Celts', 1)]
['Irwin Charles Maling', ('Irwin Charles Maling', 3)]
['Newfoundland (island)', ('Newfoundland (island)', 119)]
['Bot. Jahrb. Syst.', ('Bot. Jahrb. Syst.', 1)]
['Hasso Sebastian Georg von Wedel', ('Hasso Sebastian Georg von Wedel', 1)]
['Huai Phueng', ('Huai Phueng District', 6)]
['Suk Doctors', ('Suk Doctor', 2)]
['Neopanorpa gestroi', ('Neopanorpa gestroi', 1)]
['Dominic_Asquith', ('Dominic_Asquith', 1)]
['Qanat Bid-e Do', ('Qanat Bid-e Do', 2)]
['Clare-Abbey', ('Clare-Abbey', 1)]
['Pnyxia dispar', ('Pnyxia dispar', 1)]
['Hakim Quick', ('Hakim Quick', 1)]
['classical gauge theory', ('gauge theory', 13)]
['Japanese manners', ('Japanese manners', 1)]
["drove his knee into Kowabata's face", ('Professional wrestling attacks', 3510)]
['State Road 37', ('State Road 37 (Indiana)', 5)]
['Virūpākṣa}}', ('Virūpākṣa|विरूपाक्ष&lt;br/&gt;{{IAST', 1)]
['Thor Kristensen', ('Thor Kristensen', 18)]
['sukchar satadal balika vidyayatan(for girls)', ('sukchar satadal balika vidyayatan(for girls)', 1)]
['Oliveira Duarte', ('Joaquim Oliveira Duarte', 1)]
["Uzbek government's", ('Government of Uzbekistan', 4)]
['101 &lt;small&gt;BC&lt;/small&gt;', ('101 BC', 13)]
['Particracy', ('Particracy', 5)]
['Sardar Fazlul Karim', ('Sardar Fazlul Karim', 17)]
['Andreas Boghardt Richter', ('Andreas Boghardt Richter', 1)]
['Interactive Frogger arrangement for Video Games Live', ('Interactive Frogger arrangement for Video Games Live', 1)]
["Tigran Petrosian's", ('Tigran Petrosian', 386)]
['Bishop of Enugu North', ('Bishop of Enugu North', 1)]
['Andrew Parker Bowles', ('Andrew Parker Bowles', 46)]
['Towtowra', ('Towtowra, New South Wales', 1)]
['http://www.luftwaffe39-45.historia.nom.br/ases/wallhauser.jpg Link label/Photo of Karl-Heinz Wallhäuser', ('http://www.luftwaffe39-45.historia.nom.br/ases/wallhauser.jpg Link label/Photo of Karl-Heinz Wallhäuser', 1)]
['Research Councils', ('UK Research Councils', 38)]
['Saint Paula', ('Santa Paula', 1)]
['Ohio State Route&amp;nbsp;368', ('Ohio State Route&amp;nbsp;368', 1)]
['2007 USA Champion', ('2007 USA Champion', 1)]
['Megan Willis', ('Megan Willis', 9)]
["Kosrae flying fox (''P. ualanus'')", ('Kosrae flying fox', 5)]
['Diocese of Cimiez', ('Diocese of Cimiez', 1)]
['Critoniopsis quinqueflora', ('Critoniopsis quinqueflora', 1)]
['Myadora striata', ('Myadora striata', 3)]
['Crawford, Harvey Alexander', ('Harvey Alexander Crawford', 1)]
['Kardæsk', ('Kardæsk', 1)]
['Keith Arthur Murdoch', ('Keith Arthur Murdoch', 1)]
['Conny Siebenborn', ('Conny Siebenborn', 1)]
['Libre de los fechos', ('Libre de los fechos', 1)]
['René Bidal', ('René Bidal', 11)]
['first nations', ('First Nations', 46)]
['scopadulciol', ('scopadulciol', 1)]
['L Xiadong', ('Li Xiadong', 1)]
['The New Toronto', ('The New Toronto', 10)]
['Nawaz Modi Singhania', ('Nawaz Modi Singhania', 1)]
['Coaster Hybrid Bus', ('Toyota Coaster', 58)]
['Dum Kaata', ('Dum Kaata', 6)]
['Chiu Suet-Fei', ('Chiu Suet-Fei', 1)]
['Weyer’s Cave', ('Weyers Cave, Virginia', 13)]
['Federal Lands and Recreation Enhancement Act', ('Federal Lands and Recreation Enhancement Act', 1)]
['potential alcohol', ('potential alcohol', 75)]
['Delta Marsh', ('Delta Marsh Wildlife Management Area', 1)]
['Nicoletta Romanoff', ('Nicoletta Romanoff', 18)]
["Tagundaing (18°4'0&quot;N 96°30'0&quot;E)", ("Tagundaing (18°4'0&quot;N 96°30'0&quot;E)", 2)]
['Vice Presidential debate of the U.S. presidential election, 2004', ('United States presidential election debates, 2004', 18)]
['2002 Guangzhou', ('2002 Uber Cup', 4)]
["Salwa al-'Anani", ("Salwa al-'Anani", 1)]
['Neperigea', ('Neperigea', 2)]
['Drogo or Dreux or Drogon', ('Drogo of Metz', 14)]
['Camili, Eşme', ('Camili, Eşme', 1)]
['Redmond–Bend Juniper State Scenic Corridor', ('Redmond–Bend Juniper State Scenic Corridor', 8)]
['Agaricus heinemannianus', ('Agaricus heinemannianus', 1)]
['Bryan George Williams', ('Bryan Williams (rugby)', 33)]
['Menifee', ('Menifee, California', 85)]
['Skaland', ('Skaland', 11)]
["2014 World Junior Championships in Athletics – Women's 100 metres", ("2014 World Junior Championships in Athletics – Women's 100 metres", 2)]
['remelted', ('Gas tungsten arc welding', 97)]
['Marcus Marci', ('Marcus Marci', 2)]
['Nakeel Mall', ('Nakeel Mall', 1)]
['David Garza', ('David Garza', 22)]
['Arkansas state senator', ('Arkansas Senate', 126)]
['Joe Phaahla', ('Joe Phaahla', 5)]
['result of the election of the city that would host the 2012 Olympics', ('Bids for the 2012 Summer Olympics', 21)]
['Bessobia excellens', ('Bessobia excellens', 2)]
['Don Cameron (footballer)', ('Don Cameron (footballer)', 1)]
['Ulupınar, Çarşamba', ('Ulupınar, Çarşamba', 1)]
['Hervé Bodiong', ('Hervé Bodiong', 4)]
['Barbora Seemanova', ('Barbora Seemanova', 2)]
['Arijit Singh', ('Arijit Singh', 1)]
['Fraine', ('John H. Fraine', 11)]
['counts Palatine of the Rhine', ('Electoral Palatinate', 306)]
['Artillery Saturation Rocket System', ('Artillery Saturation Rocket System', 1)]
['Kilfinichen', ('List of listed buildings in Kilfinichen And Kilvickeon, Argyll and Bute', 3)]
['USS Stump (DD-978)', ('USS Stump (DD-978)', 10)]
['Che-10', ('ChernoV Che-', 2)]
['Soviet submarine S-275', ('Soviet submarine S-275', 1)]
['Renard Motorcycles', ('Renard Motorcycles', 1)]
['Cylindrocarpon ianthothele var. ianthothele', ('Cylindrocarpon ianthothele var. ianthothele', 2)]
['The Gallery Golf Club at Dove Mountain', ('The Gallery Golf Club', 8)]
['Western_Goals', ('Western_Goals', 1)]
['Paradiso Blu', ('Paradiso Blu', 2)]
['J&lt;sub&gt;10&lt;/sub&gt;', ('gyroelongated square pyramid', 7)]
['Sahasa Veerudu Sagara Kanya', ('Sahasa Veerudu Sagara Kanya', 24)]
['Sethus Calvisius', ('Sethus Calvisius', 30)]
['Gary Shirk', ('Gary Shirk', 13)]
['Kamegoro Ogasawara', ('Kamegoro Ogasawara', 1)]
['nigerose', ('nigerose', 4)]
['Mythical Man', ('Mythical Man (novel)', 3)]
['Auto GP Formula Open Championship', ('Auto GP', 31)]
['satirical poem', ('satirical poem', 1)]
['María Inés Aguilera Castro', ('María Inés Aguilera Castro', 1)]
['Ken McKim', ('Ken McKim', 2)]
['University of Minnesota Armory', ('University of Minnesota Armory', 73)]
['Dan Strodel', ('Dan Strodel', 1)]
["whale's jawbones", ('Baleen', 18)]
['Dr.Arif', ('Dr.Arif', 1)]
['Sukhoi Su-39', ('Sukhoi Su-39', 1)]
['Paul Morrell', ('Paul Morrell', 16)]
['Living for Music', ('Living for Music', 1)]
['Hoàng Ðạo Thúy', ('Hoàng Ðạo Thúy', 3)]
['Gdynia, Poland', ('Gdynia', 17)]
["''one'' lone Canadian", ('Toronto Blue Jays', 42)]
['Maḥzor Lev Shalem', ('Maḥzor Lev Shalem', 1)]
['German speaking people', ('German speaking people', 1)]
['Harden railway station, New South Wales', ('Harden railway station, New South Wales', 1)]
['FSF Trophy', ('FSF Trophy', 2)]
['Melvin Torme', ('Melvin Torme', 1)]
['Sir Norman B. Kinnear', ('Sir Norman B. Kinnear', 2)]
['Sarah Spacey', ('Sarah Spacey', 3)]
['Triethyl arsenate', ('Triethyl arsenate', 1)]
['Rosemary Uwemedimo', ('Rosemary Uwemedimo', 5)]
['Fürst of Nassau-Orange-Fulda', ('Principality of Nassau-Orange-Fulda', 22)]
['Roland Scherman', ('Roland Scherman', 1)]
['Lee Min-ho (baseball)', ('Lee Min-ho (baseball)', 3)]
['WJ-4', ('WJ-4', 1)]
['Always Say Goodbye', ('Always Say Goodbye', 8)]
['Rabun Gap Nacoochee School', ('Rabun Gap-Nacoochee School', 18)]
['this was the result of a team who moved', ('Royal Ordnance Factories F.C.', 41)]
['his Parisian tower', ('Eiffel Tower', 20)]
['&lt;span style=&quot;color:gold&quot;&gt;7', ('2016 AFL season', 156)]
['Jaafar Muhammad', ('Jaafar Muhammad', 3)]
['Super Football Sunday', ('Super Football Sunday', 2)]
['Nagar Brahmins', ('Nagar Brahmins', 22)]
['Category talk:Highlander characters', ('Category talk:Highlander characters', 1)]
['George Mastras', ('George Mastras', 68)]
['Dave Marienthal', ('Dave Marienthal', 1)]
['deamon dialer', ('deamon dialer', 1)]
['ifil', ('ifil', 6)]
['Territories claimed by the Philippines', ('Territories claimed by the Philippines', 4)]
['Dry River Beds', ('Stream bed', 78)]
['Kutlug Yabghu Qaghan', ('Kutlug Yabghu Qaghan', 1)]
['Past and Present (disambiguation)', ('Past and Present (disambiguation)', 3)]
['Bala Dhaka', ('Bala Dhaka', 1)]
['Wijlre, Kasteeltuin', ('Kasteeltuin Wijlre', 1)]
['12th number one hit on the U.S. Dance Chart', ('List of artists who reached number one on the U.S. dance chart', 99)]
['Custody Law and Eastern European Diplomacy', ('Custody Law and Eastern European Diplomacy', 7)]
['Thanas Nano', ('Thanas Nano', 2)]
['List of Star Wars species', ('List of Star Wars species', 2)]
['Gordon Beckham', ('Gordon Beckham', 87)]
['Donald Melvoin', ('Donald Melvoin', 1)]
["Journal of Men's Health", ("Journal of Men's Health", 2)]
['1963/64', ('1963–64 Tercera División', 11)]
['Kirktonecta', ('Kirktonecta', 2)]
['Église de la Trinité', ('Sainte-Trinité, Paris', 15)]
['Zheleznodorozhny City District, Penza', ('Zheleznodorozhny City District, Penza', 1)]
['Fernando M Negron', ('Fernando M Negron', 1)]
['Las Zenow', ('Las Zenow', 1)]
['first Fox Ministry', ('Fox Ministry, 1856', 6)]
["''Girl on a Bicycle''", ('Girl_on_a_Bicycle_(film)', 1)]
['Dihammaphoroides', ('Dihammaphoroides', 3)]
['Takht Singh', ('Takht Singh', 10)]
['Chasing the Money', ('Chasing the Money', 3)]
['Chester City Council election, 2000', ('Chester City Council election, 2000', 1)]
['Praise of Wikipedia', ('Praise of Wikipedia', 3)]
['Fort Beaulieu', ('Fort Beaulieu', 1)]
['Vindobona-Film', ('Vindobona-Film', 2)]
['ptyctodontid', ('ptyctodontid', 4)]
['Michael Widenius', ('Michael Widenius', 19)]
['translucid painting', ('translucid painting', 2)]
['Brett Reed', ('Brett Reed (basketball coach)', 2)]
['INF Help', ('Information_Presentation_Facility', 1)]
['Working I', ('First Working Cabinet', 8)]
['Last-in-First-Out (LIFO)', ('LIFO (computing)', 11)]
['Sheik Yusuf Sheik Issa', ('Sheik Yusuf Sheik Issa', 1)]
['Entre Díaz y canciones', ('Entre Díaz y Canciones (album)', 1)]
['Sonya Thomas', ('Sonya Thomas', 37)]
['clonal plant', ('clonal colony', 63)]
['Kojo Asiedu', ('Kojo Asiedu', 1)]
['Beata Kamuda', ('Beata Kamuda', 3)]
['Ed Troxel', ('Ed Troxel', 25)]
['Association of Fathers and Mothers of Gays and Lesbians', ('Association of Fathers and Mothers of Gays and Lesbians', 1)]
['Karmen Kwok', ('Karmen Kwok', 2)]
['Prense Libre', ('Prense Libre', 1)]
['Office of City Auditor LaVonne Griffin-Valade', ('Government of Portland, Oregon', 50)]
['R.&amp;nbsp;C.&amp;nbsp;Bose', ('R.&amp;nbsp;C.&amp;nbsp;Bose', 1)]
['8}} time)', ('Time signature|compound quadruple meter ({{time signature|12', 1)]
['Eretmocera dorsistrigata', ('Eretmocera dorsistrigata', 2)]
['Sharat Sabharwal', ('Sharat Sabharwal', 4)]
['Daniel Monteegro', ('Daniel Monteegro', 1)]
['Paul Quinn (footballer, born 1985)', ('Paul Quinn (footballer, born 1985)', 3)]
['take-note', ('take-note', 1)]
['2012 PGA Tour of Australasia', ('2012 PGA Tour of Australasia', 4)]
['Hollywood Hills, Los Angeles', ('Hollywood Hills, Los Angeles', 12)]
['print &quot;Hello, world!&quot;', ('Hello world program', 101)]
['1337 (Leet)', ('Leet', 29)]
['Sir Henry William Carr', ('Sir Henry William Carr', 2)]
['British victories against Italian forces in North Africa', ('Operation Compass', 260)]
['Frederick Francis Liddell', ('Frederick Francis Liddell', 4)]
['J0V 1J0', ('List of J postal codes of Canada', 592)]
['Harun bin Mohammed', ('Harun bin Mohammed', 1)]
['Dautweiler', ('Hasborn-Dautweiler', 2)]
['Benaroyal Picture', ('Benaroyal Picture', 1)]
['Spur Route 42', ('Georgia State Route 42', 16)]
['London FrightFest', ('London FrightFest Film Festival', 139)]
['one cubic gigametre and greater →', ('Orders of magnitude (one cubic gigametre and greater)', 3)]
['Spetsodezhda', ('Spetsodezhda', 2)]
['Ezi-tura', ('Ezi-tura', 1)]
['Vaya Con Tioz', ('Vaya Con Tioz', 10)]
['Silvio Mantovani', ('Silvio Mantovani', 1)]
['Rubicundus rubicundus', ('Rubicundus rubicundus', 1)]
['VGU', ('Virtual Global University', 10)]
['Agenzia Internazionale Stampa Estero', ('Agenzia Internazionale Stampa Estero', 1)]
['Dnevnik starog momka', ('Dnevnik starog momka', 9)]
['Walter Devereux of Bodenham', ('Walter Devereux (1387-1420)', 2)]
['Alexine Clement Jackson', ('Alexine Clement Jackson', 1)]
['Henry Dunant', ('Henry Dunant Stadium', 6)]
['crossed Ħ', ('Ħ', 20)]
['Carson_Hill%2C_California', ('Carson_Hill%2C_California', 1)]
['Đàn Day', ('Đàn Day', 1)]
['KPK Local Elections 2015', ('Khyber Pakhtunkhwa local elections, 2015', 3)]
['Truncated 6-simplexes', ('Truncated 6-simplexes', 1)]
['Brotherhood of the Sun', ('Brotherhood of the Sun', 1)]
['Mannanana Range', ('Mannanana Range', 1)]
['Edwin Finn', ('Edwin Finn', 5)]
['Walther Soyka', ('Walther Soyka', 1)]
['Pseudomugil tenellus', ('Pseudomugil tenellus', 1)]
['resettled', ('population exchange between Greece and Turkey', 151)]
['Mike Tyson vs. Evander Holyfield', ('Mike Tyson vs. Evander Holyfield', 22)]
['IT\\ICCU\\LO1\\0834398', ('IT\\ICCU\\LO1\\0834398', 1)]
['Leverkusen', ('Bayer 04 Leverkusen (women)', 19)]
['Eneriz Etxebarria', ('Eneriz Etxebarria', 1)]
['International Politics and Society / Politik und Gesellschaft', ('International Politics and Society / Politik und Gesellschaft', 1)]
['Association for Logic, Language and Information', ('Association for Logic, Language and Information', 20)]
['5th Plymouth', ('5th Plymouth Massachusetts House of Representatives district', 1)]
['29th Indian Brigade', ('29th Indian Brigade', 46)]
['Cycling road', ('Cycling road at the 2009 Mediterranean Games', 1)]
['United Nations Children’s Fund’s (UNICEF)', ('United Nations Children’s Fund', 32)]
['1977 Shura', ('1977 Shura', 13)]
['class comprehension', ('axiom of comprehension', 2)]
['Kirsti Huke', ('Kirsti Huke', 28)]
["''Terminator 2'' video game", ('Terminator 2: Judgment Day (video game)', 4)]
['108 heroes', ('108 Stars of Destiny', 118)]
['Neil Collins', ('Neil Collins (baseball)', 2)]
['Kiyo Crag Lake', ('Kiyo Crag Lake', 1)]
['Habranthus cordobensis', ('Habranthus cordobensis', 1)]
['Fred Maytag Park Historic District', ('Fred Maytag Park Historic District', 1)]
['John Lee Hooke', ('John Lee Hooker', 6)]
['Vannmerke', ('Vannmerke', 1)]
['The Aldershot Hippodrome', ('The Hippodrome, Aldershot', 4)]
['The Concert in Central Park', ('The Concert in Central Park', 96)]
['slaty elaenia', ('slaty elaenia', 1)]
['Abrothallus usneae', ('Abrothallus usneae', 1)]
['Carol Mountain', ('Caroline, No', 82)]
['Jonathan M. Shiff Productions', ('Jonathan M. Shiff Productions', 3)]
['Bobby Harry Sutopo', ('Bobby Harry Sutopo', 4)]
["2001 NCAA Men's Division I Basketball Tournament", ("2001 NCAA Men's Division I Basketball Tournament", 46)]
['Israel Vázquez vs. Rafael Márquez III', ('Márquez–Vázquez rivalry', 1)]
['Tirathaba cyclophora', ('Tirathaba cyclophora', 1)]
['McNair Vocational Institute', ('Institute of Technical Education', 57)]
['501(c)-3 charity', ('501(c)', 76)]
['Xtra Fyens Stiftstidende', ('Xtra Fyens Stiftstidende', 2)]
['Leiopleura collaris', ('Leiopleura collaris', 1)]
['Mac OS Software', ('List of Macintosh software', 45)]
['cross-sectional regression', ('cross-sectional regression', 2)]
['Valle Hermoso, Texas', ('Valle Hermoso, Texas', 1)]
['Arnold Allan Cecil Keppel', ('Arnold Keppel, 8th Earl of Albemarle', 21)]
['complex of three buildings', ('Harris Bank Addition II', 2)]
['Alexandros Svolos', ('Alexandros Svolos', 32)]
['De Vink', ('De Vink', 1)]
['Marie Rudisill', ('Marie Rudisill', 15)]
['Ché Trading', ('Ché Trading', 28)]
['Plaza de la Escandalera', ('Plaza de la Escandalera', 1)]
['Silent Miracles', ('Silent Miracles (EP)', 5)]
['Yagmurkozmik', ('Kullanıcı:Yagmurkozmik', 1)]
['Canningite-Whig coalition government', ('Canningite Government 1827-1828', 1)]
['Alexander Nabokov', ('Alexander Nabokov', 1)]
['Double pumphandle', ('Professional wrestling holds', 2162)]
['Carl XVI Gustaf, King of Sweden', ('Carl XVI Gustaf', 11)]
["O'Conor Kerry", ("O'Conor Kerry", 2)]
['Ralte', ('Ralte people', 6)]
['Timo Gottschalk', ('Timo Gottschalk', 42)]
['Lysiteles linzhiensis', ('Lysiteles linzhiensis', 1)]
['Allegheny Southern Railroad', ('Allegheny Southern Railroad', 2)]
['Lord Stevenson of Balmacara', ('Lord Stevenson of Balmacara', 1)]
['eponymous feature film adaptation', ('Winter in Wartime (film)', 22)]
['Beneden School', ('Beneden School', 1)]
['Slender-billed oriole', ('Oriolus tenuirostris', 2)]
['Tore Østby', ('Tore Østby', 17)]
['Tempelhofer Ufer', ('Tempelhofer Ufer', 1)]
['iron cores', ('magnetic core', 8)]
['http://en.wikipedia.org/w/index.php?title=User_talk:JakeInJoisey&amp;diff=next&amp;oldid=539540737 another edit', ('http://en.wikipedia.org/w/index.php?title=User_talk:JakeInJoisey&amp;diff=next&amp;oldid=539540737 another edit', 1)]
['Stephen P. Powers', ('Stephen P. Powers', 1)]
["UK brewer's barrel", ('barrel (unit)', 3)]
['Musée de Dehlingen, villa et jardin gallo-romains du Gurtelbach', ('Musée de Dehlingen, villa et jardin gallo-romains du Gurtelbach', 1)]
['Bishop Flagg', ('Bill Flagg (bishop)', 2)]
['National Hispanic Media Coalition', ('National Hispanic Media Coalition', 20)]
['war was declared by the United States in 1812', ('War of 1812', 100)]
['Mordella mexicana', ('Mordella mexicana', 1)]
['Common Yellowbreasted Flat', ('Gerosis bhagava', 9)]
['W. H. Holmes', ('W. H. Holmes', 3)]
['Eomactra Cossmann 1909', ('Eomactra Cossmann 1909', 1)]
['New York City Fire Department Bureau of EMS', ('New York City Fire Department Bureau of EMS', 2)]
['Chamalières-sur-Loire', ('Chamalières-sur-Loire', 4)]
['Romania–Tunisia_relations', ('Romania–Tunisia_relations', 2)]
['national secretary', ('general secretary', 2)]
['Deda Mraz', ('Ded Moroz', 69)]
['Aplocera plagiata', ('Aplocera plagiata', 44)]
['Downham RD', ('Downham Rural District', 8)]
['Tungurahua (disambiguation)', ('Tungurahua (disambiguation)', 1)]
['Marjana Maraš', ('Marjana Maraš', 1)]
['GDR Footballer of the Year', ('German Footballer of the Year', 47)]
['M.António', ('Marcos António Elias Santos', 31)]
['J. McMahon', ('Justin McMahon', 17)]
['Rymanow', ('Rymanów', 1)]
['1st Assault Brigade Royal Engineers', ('1st Assault Brigade Royal Engineers', 8)]
['Massis Weekly', ('Massis Weekly', 1)]
['Atlantic Ocean article section', ('Atlantic Ocean', 85)]
['Deux arabesques', ('Deux arabesques', 3)]
['Cathedral of Saint Francis de Sales', ('Cathedral of Saint Francis de Sales', 2)]
['Vahan&amp;nbsp;M. Kurkjian', ('Vahan Kurkjian', 24)]
['Megachile rubicunda', ('Megachile rubicunda', 2)]
['Chen Y.J.', ('Chen Yi-ju', 8)]
['Mount Royal School', ('Mount Royal University', 130)]
['Niall Stott', ('Niall Stott', 16)]
['Unbifurcated garment', ('Unbifurcated garment', 1)]
['Vidya Vardhaka Sangha High School', ('Vidya Vardhaka Sangha High School', 2)]
['Franco-Soviet alliance', ('Franco-Soviet Treaty of Mutual Assistance', 33)]
['Autosomal dominant polycystic kidney disease', ('Autosomal dominant polycystic kidney disease', 1)]
['warlord allies', ('Warlord era', 32)]
['downward closed', ('downward closed', 2)]
['Lawrence Hartshorne, Jr.', ('Lawrence Hartshorne, Jr.', 3)]
['Octavian Drăgan', ('Octavian Drăgan', 1)]
['Turgut Türk Adıgüzel', ('Turgut Türk Adıgüzel', 1)]
['Warlords (video game)', ('Warlords (video game)', 1)]
['Homburger Railway to Westbf', ('Homburg Railway', 40)]
['Mohammed Saeid Noori-Naeini', ('Mohammed Saeid Noori-Naeini', 1)]
['KLWL (FM)', ('KLWL (FM)', 4)]
['Mississippi v. Louisiana', ('Mississippi v. Louisiana', 2)]
['inspired collaboration', ('Music Inspired by The Chronicles of Narnia: The Lion, the Witch and the Wardrobe', 30)]
['Paul Trust', ('Paul Trust', 13)]
['Wild Arms Complete Tracks', ('Wild Arms albums', 6)]
['15763 Nagakubo', ('15763 Nagakubo', 3)]
['Afghan snowfinch', ('Montifringilla theresae', 2)]
['Pair-rule gene', ('Pair-rule gene', 4)]
['Cyclaspis', ('Cyclaspis', 8)]
['Jane Wyman Presents the Fireside Theatre', ('Fireside Theater', 86)]
['Itabuna, BA', ('Itabuna', 1)]
['Grand Avenue Water Tower', ('Grand Avenue Water Tower', 12)]
['AT91SAM9', ('AT91SAM9', 2)]
['Matheron', ('Georges Matheron', 30)]
['Pogonostoma skrabali', ('Pogonostoma skrabali', 1)]
['Deep melodic jazz', ('Deep melodic jazz', 1)]
['Millettia elongatistyla', ('Millettia elongatistyla', 1)]
["Russia's national anthem", ('Patrioticheskaya Pesnya', 11)]
['Ryrie 2002', ('', 162940)]
['WPBSA Challenge Tour', ('Challenge Tour (snooker)', 38)]
['Holy Spirit Catholic School', ('Holy Spirit Catholic School', 4)]
['his immediate successor', ('Harold Scott (police commissioner)', 4)]
['Ulvsundabron', ('Ulvsundabron', 1)]
['Emerald Airport', ('Emerald Airport', 12)]
['Allisen Corpuz', ('Allisen Corpuz', 1)]
['Mimara', ('Mimara (train)', 2)]
['Donald Strickland', ('Donald Strickland', 22)]
['List of prefectural capitals in Japan', ('List of prefectural capitals in Japan', 1)]
['Polyethylene terephthalate (PET, PETE)', ('Polyethylene terephthalate', 107)]
['Sandringham Technical School', ('Sandringham Technical School', 1)]
['WS-19', ('WS-19', 2)]
['Seenu Vytla', ('Srinu Vytla', 28)]
['Jediael', ('Jediael', 11)]
['Erdeniin Bat-Uul', ('Erdeniin Bat-Uul', 2)]
['List of reptiliomorphs', ('List of reptiliomorphs', 1)]
['Esthlogena monticola', ('Esthlogena monticola', 1)]
['125 SOHC', ('MV Agusta 125 SOHC', 5)]
["''Thoralf''", ('List of shipwrecks in May 1918', 141)]
['Tatyana Menchova', ('Tatyana Menchova', 5)]
["''Down Here''", ('Andrew Vachss', 155)]
['Mrs Bradley', ('Mrs Bradley', 8)]
['paliotto painting', ('paliotto painting', 1)]
['Nicholas &quot;Nik Napalm&quot; Bullen', ('Nicholas Bullen', 45)]
["Stirling Albion's", ('Stirling Albion F.C.', 71)]
['List of underground stations on the bakerloo line', ('List of underground stations on the bakerloo line', 1)]
['Our Lady of the Lake of Saint John', ('Our Lady of San Juan de los Lagos', 24)]
['Haron Shakava', ('Haron Shakava', 6)]
['Chiang Mai Zoo', ('Chiang Mai Zoo', 19)]
['Core_of_Soulhas', ('Core_of_Soul', 1)]
['Ducking &amp; Diving (Farryl Purkiss)', ('Ducking &amp; Diving (Farryl Purkiss)', 1)]
